month,region,country,no_of_visitor_arrivals,year
2,Europe,Netherlands,5793,2007
2,Europe,Greece,796,2007
2,Europe,Belgium-luxembourg,1425,2007
2,Europe,Switzerland,4533,2007
2,Europe,Austria,1977,2007
2,Europe,Scandinavia,11128,2007
2,Europe,CIS & Eastern Europe,9228,2007
2,Americas,USA,30990,2007
2,Americas,Canada,8037,2007
2,Oceania,Australia,40252,2007
2,Oceania,New Zealand,5063,2007
3,Asia,Brunei,4547,2007
3,Asia,Indonesia,153855,2007
3,Asia,Malaysia,52269,2007
3,Asia,Philippines,39195,2007
3,Asia,Thailand,33087,2007
3,Asia,Vietnam,14060,2007
3,Asia,Myanmar,5480,2007
3,Asia,Japan,58843,2007
3,Asia,Hong Kong,22361,2007
3,Asia,"China, People's Republic Of",79239,2007
3,Asia,Taiwan,16091,2007
3,Asia,"Korea, Republic Of",42071,2007
3,Asia,India,53444,2007
3,Asia,Pakistan,1731,2007
3,Asia,"Sri Lanka, Republic Of",6356,2007
3,Asia,Saudi Arabia,775,2007
3,Asia,Kuwait,215,2007
3,Asia,United Arab Emirates,2730,2007
3,Europe,United Kingdom,57778,2007
3,Europe,Germany,18555,2007
3,Europe,France,9755,2007
3,Europe,Italy,3218,2007
3,Europe,Netherlands,6252,2007
3,Europe,Greece,973,2007
3,Europe,Belgium-luxembourg,1729,2007
3,Europe,Switzerland,5056,2007
3,Europe,Austria,1867,2007
3,Europe,Scandinavia,10840,2007
3,Europe,CIS & Eastern Europe,9757,2007
3,Americas,USA,38849,2007
3,Americas,Canada,8756,2007
3,Oceania,Australia,52493,2007
3,Oceania,New Zealand,6605,2007
4,Asia,Brunei,3265,2007
4,Asia,Indonesia,142560,2007
4,Asia,Malaysia,51360,2007
4,Asia,Philippines,43107,2007
4,Asia,Thailand,34500,2007
4,Asia,Vietnam,15553,2007
4,Asia,Myanmar,6838,2007
4,Asia,Japan,37962,2007
4,Asia,Hong Kong,29338,2007
4,Asia,"China, People's Republic Of",99136,2007
4,Asia,Taiwan,15343,2007
4,Asia,"Korea, Republic Of",32219,2007
4,Asia,India,59244,2007
4,Asia,Pakistan,1448,2007
4,Asia,"Sri Lanka, Republic Of",9160,2007
4,Asia,Saudi Arabia,802,2007
4,Asia,Kuwait,261,2007
4,Asia,United Arab Emirates,2855,2007
4,Europe,United Kingdom,42338,2007
4,Europe,Germany,13137,2007
4,Europe,France,7858,2007
4,Europe,Italy,2295,2007
4,Europe,Netherlands,4648,2007
4,Europe,Greece,792,2007
4,Europe,Belgium-luxembourg,1512,2007
4,Europe,Switzerland,4922,2007
4,Europe,Austria,1103,2007
4,Europe,Scandinavia,8043,2007
4,Europe,CIS & Eastern Europe,7453,2007
4,Americas,USA,30253,2007
4,Americas,Canada,6559,2007
4,Oceania,Australia,58557,2007
4,Oceania,New Zealand,8786,2007
5,Asia,Brunei,3641,2007
5,Asia,Indonesia,155604,2007
5,Asia,Malaysia,51348,2007
5,Asia,Philippines,42047,2007
5,Asia,Thailand,30555,2007
5,Asia,Vietnam,14995,2007
5,Asia,Myanmar,5295,2007
5,Asia,Japan,38813,2007
5,Asia,Hong Kong,25261,2007
5,Asia,"China, People's Republic Of",85198,2007
5,Asia,Taiwan,14952,2007
5,Asia,"Korea, Republic Of",34408,2007
5,Asia,India,97637,2007
5,Asia,Pakistan,1573,2007
5,Asia,"Sri Lanka, Republic Of",7378,2007
5,Asia,Saudi Arabia,618,2007
5,Asia,Kuwait,202,2007
5,Asia,United Arab Emirates,2794,2007
5,Europe,United Kingdom,29518,2007
5,Europe,Germany,10999,2007
5,Europe,France,6783,2007
5,Europe,Italy,2568,2007
5,Europe,Netherlands,4623,2007
5,Europe,Greece,677,2007
5,Europe,Belgium-luxembourg,1272,2007
5,Europe,Switzerland,4001,2007
5,Europe,Austria,989,2007
5,Europe,Scandinavia,5404,2007
5,Europe,CIS & Eastern Europe,5905,2007
5,Americas,USA,31180,2007
5,Americas,Canada,5916,2007
5,Oceania,Australia,58832,2007
5,Oceania,New Zealand,10160,2007
6,Asia,Brunei,5136,2007
6,Asia,Indonesia,180643,2007
6,Asia,Malaysia,59152,2007
6,Asia,Philippines,35997,2007
6,Asia,Thailand,29419,2007
6,Asia,Vietnam,23153,2007
6,Asia,Myanmar,5299,2007
6,Asia,Japan,41289,2007
6,Asia,Hong Kong,25551,2007
6,Asia,"China, People's Republic Of",77239,2007
6,Asia,Taiwan,16868,2007
6,Asia,"Korea, Republic Of",38027,2007
6,Asia,India,80829,2007
6,Asia,Pakistan,2423,2007
6,Asia,"Sri Lanka, Republic Of",5968,2007
6,Asia,Saudi Arabia,905,2007
6,Asia,Kuwait,445,2007
6,Asia,United Arab Emirates,3347,2007
6,Europe,United Kingdom,27587,2007
6,Europe,Germany,9677,2007
6,Europe,France,6130,2007
6,Europe,Italy,2476,2007
6,Europe,Netherlands,4540,2007
6,Europe,Greece,569,2007
6,Europe,Belgium-luxembourg,1219,2007
6,Europe,Switzerland,3251,2007
6,Europe,Austria,911,2007
6,Europe,Scandinavia,5621,2007
6,Europe,CIS & Eastern Europe,5161,2007
6,Americas,USA,34838,2007
6,Americas,Canada,5279,2007
6,Oceania,Australia,66784,2007
6,Oceania,New Zealand,12414,2007
7,Asia,Brunei,4219,2007
7,Asia,Indonesia,193024,2007
7,Asia,Malaysia,50725,2007
7,Asia,Philippines,35032,2007
7,Asia,Thailand,32250,2007
7,Asia,Vietnam,24935,2007
7,Asia,Myanmar,5537,2007
7,Asia,Japan,49234,2007
7,Asia,Hong Kong,31990,2007
7,Asia,"China, People's Republic Of",108881,2007
7,Asia,Taiwan,24849,2007
7,Asia,"Korea, Republic Of",46123,2007
7,Asia,India,58731,2007
7,Asia,Pakistan,3715,2007
7,Asia,"Sri Lanka, Republic Of",6384,2007
7,Asia,Saudi Arabia,1878,2007
7,Asia,Kuwait,1112,2007
7,Asia,United Arab Emirates,6703,2007
7,Europe,United Kingdom,34662,2007
7,Europe,Germany,12388,2007
7,Europe,France,9451,2007
7,Europe,Italy,3073,2007
7,Europe,Netherlands,7568,2007
7,Europe,Greece,1196,2007
7,Europe,Belgium-luxembourg,2101,2007
7,Europe,Switzerland,4963,2007
7,Europe,Austria,1361,2007
7,Europe,Scandinavia,7230,2007
7,Europe,CIS & Eastern Europe,6978,2007
7,Americas,USA,39483,2007
7,Americas,Canada,6827,2007
7,Oceania,Australia,75658,2007
7,Oceania,New Zealand,13648,2007
8,Asia,Brunei,3631,2007
8,Asia,Indonesia,159570,2007
8,Asia,Malaysia,55293,2007
8,Asia,Philippines,34096,2007
8,Asia,Thailand,29149,2007
8,Asia,Vietnam,23778,2007
8,Asia,Myanmar,4798,2007
8,Asia,Japan,58288,2007
8,Asia,Hong Kong,32177,2007
8,Asia,"China, People's Republic Of",114463,2007
8,Asia,Taiwan,21028,2007
8,Asia,"Korea, Republic Of",45910,2007
8,Asia,India,56204,2007
8,Asia,Pakistan,2804,2007
8,Asia,"Sri Lanka, Republic Of",7995,2007
8,Asia,Saudi Arabia,1863,2007
8,Asia,Kuwait,1283,2007
8,Asia,United Arab Emirates,6050,2007
8,Europe,United Kingdom,38607,2007
8,Europe,Germany,13544,2007
8,Europe,France,11861,2007
8,Europe,Italy,6079,2007
8,Europe,Netherlands,7224,2007
8,Europe,Greece,1149,2007
8,Europe,Belgium-luxembourg,2019,2007
8,Europe,Switzerland,4389,2007
8,Europe,Austria,1432,2007
8,Europe,Scandinavia,5695,2007
8,Europe,CIS & Eastern Europe,7114,2007
8,Americas,USA,33668,2007
8,Americas,Canada,7218,2007
8,Oceania,Australia,62205,2007
8,Oceania,New Zealand,11010,2007
9,Asia,Brunei,3656,2007
9,Asia,Indonesia,136054,2007
9,Asia,Malaysia,49733,2007
9,Asia,Philippines,32523,2007
9,Asia,Thailand,27135,2007
9,Asia,Vietnam,15574,2007
9,Asia,Myanmar,6099,2007
9,Asia,Japan,54186,2007
9,Asia,Hong Kong,22902,2007
9,Asia,"China, People's Republic Of",76181,2007
9,Asia,Taiwan,16276,2007
9,Asia,"Korea, Republic Of",30265,2007
9,Asia,India,55188,2007
9,Asia,Pakistan,1486,2007
9,Asia,"Sri Lanka, Republic Of",5906,2007
9,Asia,Saudi Arabia,555,2007
9,Asia,Kuwait,226,2007
9,Asia,United Arab Emirates,2468,2007
9,Europe,United Kingdom,32983,2007
9,Europe,Germany,13741,2007
9,Europe,France,6416,2007
9,Europe,Italy,2819,2007
9,Europe,Netherlands,5519,2007
9,Europe,Greece,680,2007
9,Europe,Belgium-luxembourg,1540,2007
9,Europe,Switzerland,4041,2007
9,Europe,Austria,1252,2007
9,Europe,Scandinavia,6058,2007
9,Europe,CIS & Eastern Europe,6213,2007
9,Americas,USA,27391,2007
9,Americas,Canada,5148,2007
9,Oceania,Australia,71269,2007
9,Oceania,New Zealand,12290,2007
10,Asia,Brunei,3292,2007
10,Asia,Indonesia,215886,2007
10,Asia,Malaysia,58591,2007
10,Asia,Philippines,36179,2007
10,Asia,Thailand,36655,2007
10,Asia,Vietnam,14631,2007
10,Asia,Myanmar,4985,2007
10,Asia,Japan,51825,2007
10,Asia,Hong Kong,23224,2007
10,Asia,"China, People's Republic Of",83831,2007
10,Asia,Taiwan,14426,2007
10,Asia,"Korea, Republic Of",33383,2007
10,Asia,India,59747,2007
10,Asia,Pakistan,1603,2007
10,Asia,"Sri Lanka, Republic Of",5996,2007
10,Asia,Saudi Arabia,617,2007
10,Asia,Kuwait,223,2007
10,Asia,United Arab Emirates,3014,2007
10,Europe,United Kingdom,41140,2007
10,Europe,Germany,15364,2007
10,Europe,France,7217,2007
10,Europe,Italy,2734,2007
10,Europe,Netherlands,6468,2007
10,Europe,Greece,793,2007
10,Europe,Belgium-luxembourg,1655,2007
10,Europe,Switzerland,5157,2007
10,Europe,Austria,1473,2007
10,Europe,Scandinavia,8359,2007
10,Europe,CIS & Eastern Europe,7836,2007
10,Americas,USA,34968,2007
10,Americas,Canada,7980,2007
10,Oceania,Australia,74693,2007
10,Oceania,New Zealand,11456,2007
11,Asia,Brunei,4139,2007
11,Asia,Indonesia,136473,2007
11,Asia,Malaysia,55020,2007
11,Asia,Philippines,32059,2007
11,Asia,Thailand,26309,2007
11,Asia,Vietnam,15333,2007
11,Asia,Myanmar,5042,2007
11,Asia,Japan,53784,2007
11,Asia,Hong Kong,22638,2007
11,Asia,"China, People's Republic Of",103906,2007
11,Asia,Taiwan,13742,2007
11,Asia,"Korea, Republic Of",43965,2007
11,Asia,India,63189,2007
11,Asia,Pakistan,1584,2007
11,Asia,"Sri Lanka, Republic Of",6006,2007
11,Asia,Saudi Arabia,496,2007
11,Asia,Kuwait,247,2007
11,Asia,United Arab Emirates,2700,2007
11,Europe,United Kingdom,44794,2007
11,Europe,Germany,16252,2007
11,Europe,France,8322,2007
11,Europe,Italy,3072,2007
11,Europe,Netherlands,5930,2007
11,Europe,Greece,709,2007
11,Europe,Belgium-luxembourg,1730,2007
11,Europe,Switzerland,5389,2007
11,Europe,Austria,1603,2007
11,Europe,Scandinavia,8930,2007
11,Europe,CIS & Eastern Europe,8334,2007
11,Americas,USA,34509,2007
11,Americas,Canada,7665,2007
11,Oceania,Australia,60543,2007
11,Oceania,New Zealand,7968,2007
12,Asia,Brunei,7437,2007
12,Asia,Indonesia,209494,2007
12,Asia,Malaysia,68961,2007
12,Asia,Philippines,30154,2007
12,Asia,Thailand,25919,2007
12,Asia,Vietnam,16674,2007
12,Asia,Myanmar,6719,2007
12,Asia,Japan,53411,2007
12,Asia,Hong Kong,21084,2007
12,Asia,"China, People's Republic Of",97832,2007
12,Asia,Taiwan,14118,2007
12,Asia,"Korea, Republic Of",39701,2007
12,Asia,India,69669,2007
12,Asia,Pakistan,1634,2007
12,Asia,"Sri Lanka, Republic Of",8402,2007
12,Asia,Saudi Arabia,888,2007
12,Asia,Kuwait,410,2007
12,Asia,United Arab Emirates,3804,2007
12,Europe,United Kingdom,43710,2007
12,Europe,Germany,12861,2007
12,Europe,France,7879,2007
12,Europe,Italy,2984,2007
12,Europe,Netherlands,5747,2007
12,Europe,Greece,847,2007
12,Europe,Belgium-luxembourg,1554,2007
12,Europe,Switzerland,4459,2007
12,Europe,Austria,1153,2007
12,Europe,Scandinavia,9984,2007
12,Europe,CIS & Eastern Europe,9925,2007
12,Americas,USA,35809,2007
12,Americas,Canada,8732,2007
12,Oceania,Australia,79014,2007
12,Oceania,New Zealand,9550,2007
1,Asia,Brunei,4126,2008
1,Asia,Indonesia,155708,2008
1,Asia,Malaysia,45984,2008
1,Asia,Philippines,24635,2008
1,Asia,Thailand,25851,2008
1,Asia,Vietnam,12927,2008
1,Asia,Myanmar,6090,2008
1,Asia,Japan,52973,2008
1,Asia,Hong Kong,19817,2008
1,Asia,"China, People's Republic Of",108486,2008
1,Asia,Taiwan,16342,2008
1,Asia,"Korea, Republic Of",50432,2008
1,Asia,India,58365,2008
1,Asia,Pakistan,1701,2008
1,Asia,"Sri Lanka, Republic Of",6211,2008
1,Asia,Saudi Arabia,443,2008
1,Asia,Kuwait,308,2008
1,Asia,United Arab Emirates,2946,2008
1,Europe,United Kingdom,47607,2008
1,Europe,Germany,14269,2008
1,Europe,France,8771,2008
1,Europe,Italy,3719,2008
1,Europe,Netherlands,5988,2008
1,Europe,Greece,720,2008
1,Europe,Belgium-luxembourg,1574,2008
1,Europe,Switzerland,4884,2008
1,Europe,Austria,1354,2008
1,Europe,Scandinavia,11653,2008
1,Europe,CIS & Eastern Europe,15177,2008
1,Americas,USA,36447,2008
1,Americas,Canada,8760,2008
1,Oceania,Australia,82778,2008
1,Oceania,New Zealand,8994,2008
2,Asia,Brunei,3338,2008
2,Asia,Indonesia,124940,2008
2,Asia,Malaysia,50318,2008
2,Asia,Philippines,28674,2008
2,Asia,Thailand,23320,2008
2,Asia,Vietnam,17171,2008
2,Asia,Myanmar,5329,2008
2,Asia,Japan,47449,2008
2,Asia,Hong Kong,27263,2008
2,Asia,"China, People's Republic Of",121031,2008
2,Asia,Taiwan,17829,2008
2,Asia,"Korea, Republic Of",40998,2008
2,Asia,India,49078,2008
2,Asia,Pakistan,1252,2008
2,Asia,"Sri Lanka, Republic Of",5789,2008
2,Asia,Saudi Arabia,640,2008
2,Asia,Kuwait,310,2008
2,Asia,United Arab Emirates,2439,2008
2,Europe,United Kingdom,51178,2008
2,Europe,Germany,15670,2008
2,Europe,France,9093,2008
2,Europe,Italy,3226,2008
2,Europe,Netherlands,5948,2008
2,Europe,Greece,653,2008
2,Europe,Belgium-luxembourg,1672,2008
2,Europe,Switzerland,4834,2008
2,Europe,Austria,1380,2008
2,Europe,Scandinavia,11452,2008
2,Europe,CIS & Eastern Europe,8952,2008
2,Americas,USA,33006,2008
2,Americas,Canada,7661,2008
2,Oceania,Australia,52457,2008
2,Oceania,New Zealand,5365,2008
3,Asia,Brunei,5406,2008
3,Asia,Indonesia,155238,2008
3,Asia,Malaysia,56359,2008
3,Asia,Philippines,37117,2008
3,Asia,Thailand,31641,2008
3,Asia,Vietnam,17961,2008
3,Asia,Myanmar,6989,2008
3,Asia,Japan,57364,2008
3,Asia,Hong Kong,27600,2008
3,Asia,"China, People's Republic Of",98180,2008
3,Asia,Taiwan,13778,2008
3,Asia,"Korea, Republic Of",39683,2008
3,Asia,India,57776,2008
3,Asia,Pakistan,2055,2008
3,Asia,"Sri Lanka, Republic Of",6073,2008
3,Asia,Saudi Arabia,687,2008
3,Asia,Kuwait,250,2008
3,Asia,United Arab Emirates,3642,2008
3,Europe,United Kingdom,61263,2008
3,Europe,Germany,18467,2008
3,Europe,France,9707,2008
3,Europe,Italy,3420,2008
3,Europe,Netherlands,6107,2008
3,Europe,Greece,820,2008
3,Europe,Belgium-luxembourg,2152,2008
3,Europe,Switzerland,5642,2008
3,Europe,Austria,1495,2008
3,Europe,Scandinavia,12522,2008
3,Europe,CIS & Eastern Europe,9822,2008
3,Americas,USA,39004,2008
3,Americas,Canada,8239,2008
3,Oceania,Australia,61681,2008
3,Oceania,New Zealand,6846,2008
4,Asia,Brunei,3409,2008
4,Asia,Indonesia,131809,2008
4,Asia,Malaysia,53749,2008
4,Asia,Philippines,39347,2008
4,Asia,Thailand,36226,2008
4,Asia,Vietnam,19097,2008
4,Asia,Myanmar,8873,2008
4,Asia,Japan,36301,2008
4,Asia,Hong Kong,20232,2008
4,Asia,"China, People's Republic Of",107639,2008
4,Asia,Taiwan,13944,2008
4,Asia,"Korea, Republic Of",33946,2008
4,Asia,India,62908,2008
4,Asia,Pakistan,1502,2008
4,Asia,"Sri Lanka, Republic Of",9426,2008
4,Asia,Saudi Arabia,719,2008
4,Asia,Kuwait,220,2008
4,Asia,United Arab Emirates,3491,2008
4,Europe,United Kingdom,41645,2008
4,Europe,Germany,14169,2008
4,Europe,France,9897,2008
4,Europe,Italy,3556,2008
4,Europe,Netherlands,5805,2008
4,Europe,Greece,690,2008
4,Europe,Belgium-luxembourg,1598,2008
4,Europe,Switzerland,5993,2008
4,Europe,Austria,1220,2008
4,Europe,Scandinavia,7492,2008
4,Europe,CIS & Eastern Europe,8431,2008
4,Americas,USA,31189,2008
4,Americas,Canada,6058,2008
4,Oceania,Australia,63079,2008
4,Oceania,New Zealand,8378,2008
5,Asia,Brunei,3927,2008
5,Asia,Indonesia,137243,2008
5,Asia,Malaysia,52115,2008
5,Asia,Philippines,41872,2008
5,Asia,Thailand,30487,2008
5,Asia,Vietnam,18193,2008
5,Asia,Myanmar,6199,2008
5,Asia,Japan,42382,2008
5,Asia,Hong Kong,22867,2008
5,Asia,"China, People's Republic Of",86785,2008
5,Asia,Taiwan,14276,2008
5,Asia,"Korea, Republic Of",36412,2008
5,Asia,India,103468,2008
5,Asia,Pakistan,1663,2008
5,Asia,"Sri Lanka, Republic Of",6283,2008
5,Asia,Saudi Arabia,533,2008
5,Asia,Kuwait,157,2008
5,Asia,United Arab Emirates,3029,2008
5,Europe,United Kingdom,29785,2008
5,Europe,Germany,11609,2008
5,Europe,France,8451,2008
5,Europe,Italy,2638,2008
5,Europe,Netherlands,5542,2008
5,Europe,Greece,524,2008
5,Europe,Belgium-luxembourg,1449,2008
5,Europe,Switzerland,5038,2008
5,Europe,Austria,1027,2008
5,Europe,Scandinavia,5358,2008
5,Europe,CIS & Eastern Europe,8536,2008
5,Americas,USA,30862,2008
5,Americas,Canada,5699,2008
5,Oceania,Australia,65901,2008
5,Oceania,New Zealand,9880,2008
6,Asia,Brunei,5959,2008
6,Asia,Indonesia,154546,2008
6,Asia,Malaysia,53217,2008
6,Asia,Philippines,33708,2008
6,Asia,Thailand,26211,2008
6,Asia,Vietnam,27272,2008
6,Asia,Myanmar,6292,2008
6,Asia,Japan,40879,2008
6,Asia,Hong Kong,23055,2008
6,Asia,"China, People's Republic Of",70565,2008
6,Asia,Taiwan,13146,2008
6,Asia,"Korea, Republic Of",35998,2008
6,Asia,India,84143,2008
6,Asia,Pakistan,2551,2008
6,Asia,"Sri Lanka, Republic Of",5799,2008
6,Asia,Saudi Arabia,885,2008
6,Asia,Kuwait,404,2008
6,Asia,United Arab Emirates,4625,2008
6,Europe,United Kingdom,27578,2008
6,Europe,Germany,10893,2008
6,Europe,France,7147,2008
6,Europe,Italy,2450,2008
6,Europe,Netherlands,4945,2008
6,Europe,Greece,494,2008
6,Europe,Belgium-luxembourg,1409,2008
6,Europe,Switzerland,3830,2008
6,Europe,Austria,893,2008
6,Europe,Scandinavia,6627,2008
6,Europe,CIS & Eastern Europe,6912,2008
6,Americas,USA,35304,2008
6,Americas,Canada,5078,2008
6,Oceania,Australia,73802,2008
6,Oceania,New Zealand,10554,2008
7,Asia,Brunei,4505,2008
7,Asia,Indonesia,168492,2008
7,Asia,Malaysia,46968,2008
7,Asia,Philippines,34135,2008
7,Asia,Thailand,28884,2008
7,Asia,Vietnam,29462,2008
7,Asia,Myanmar,7068,2008
7,Asia,Japan,47659,2008
7,Asia,Hong Kong,28218,2008
7,Asia,"China, People's Republic Of",105528,2008
7,Asia,Taiwan,19398,2008
7,Asia,"Korea, Republic Of",39614,2008
7,Asia,India,63373,2008
7,Asia,Pakistan,3749,2008
7,Asia,"Sri Lanka, Republic Of",6286,2008
7,Asia,Saudi Arabia,1592,2008
7,Asia,Kuwait,1022,2008
7,Asia,United Arab Emirates,8182,2008
7,Europe,United Kingdom,33476,2008
7,Europe,Germany,13500,2008
7,Europe,France,11267,2008
7,Europe,Italy,3971,2008
7,Europe,Netherlands,7759,2008
7,Europe,Greece,763,2008
7,Europe,Belgium-luxembourg,2243,2008
7,Europe,Switzerland,5896,2008
7,Europe,Austria,1550,2008
7,Europe,Scandinavia,8361,2008
7,Europe,CIS & Eastern Europe,8596,2008
7,Americas,USA,39087,2008
7,Americas,Canada,6838,2008
7,Oceania,Australia,79776,2008
7,Oceania,New Zealand,13056,2008
8,Asia,Brunei,4627,2008
8,Asia,Indonesia,134811,2008
8,Asia,Malaysia,44118,2008
8,Asia,Philippines,34984,2008
8,Asia,Thailand,25901,2008
8,Asia,Vietnam,24828,2008
8,Asia,Myanmar,6680,2008
8,Asia,Japan,53699,2008
8,Asia,Hong Kong,26847,2008
8,Asia,"China, People's Republic Of",91325,2008
8,Asia,Taiwan,16923,2008
8,Asia,"Korea, Republic Of",42338,2008
8,Asia,India,58626,2008
8,Asia,Pakistan,2492,2008
8,Asia,"Sri Lanka, Republic Of",8029,2008
8,Asia,Saudi Arabia,1911,2008
8,Asia,Kuwait,1094,2008
8,Asia,United Arab Emirates,7253,2008
8,Europe,United Kingdom,39090,2008
8,Europe,Germany,14690,2008
8,Europe,France,13597,2008
8,Europe,Italy,6556,2008
8,Europe,Netherlands,7241,2008
8,Europe,Greece,1077,2008
8,Europe,Belgium-luxembourg,2108,2008
8,Europe,Switzerland,5361,2008
8,Europe,Austria,1495,2008
8,Europe,Scandinavia,5597,2008
8,Europe,CIS & Eastern Europe,8850,2008
8,Americas,USA,32440,2008
8,Americas,Canada,6026,2008
8,Oceania,Australia,65465,2008
8,Oceania,New Zealand,10578,2008
9,Asia,Brunei,3569,2008
9,Asia,Indonesia,144158,2008
9,Asia,Malaysia,44892,2008
9,Asia,Philippines,34314,2008
9,Asia,Thailand,24530,2008
9,Asia,Vietnam,16065,2008
9,Asia,Myanmar,5815,2008
9,Asia,Japan,48771,2008
9,Asia,Hong Kong,20765,2008
9,Asia,"China, People's Republic Of",66582,2008
9,Asia,Taiwan,12303,2008
9,Asia,"Korea, Republic Of",25914,2008
9,Asia,India,53488,2008
9,Asia,Pakistan,1115,2008
9,Asia,"Sri Lanka, Republic Of",4969,2008
9,Asia,Saudi Arabia,474,2008
9,Asia,Kuwait,137,2008
9,Asia,United Arab Emirates,3266,2008
9,Europe,United Kingdom,34246,2008
9,Europe,Germany,14033,2008
9,Europe,France,7682,2008
9,Europe,Italy,3397,2008
9,Europe,Netherlands,5476,2008
9,Europe,Greece,798,2008
9,Europe,Belgium-luxembourg,1440,2008
9,Europe,Switzerland,4873,2008
9,Europe,Austria,1359,2008
9,Europe,Scandinavia,5874,2008
9,Europe,CIS & Eastern Europe,7878,2008
9,Americas,USA,25160,2008
9,Americas,Canada,4273,2008
9,Oceania,Australia,72816,2008
9,Oceania,New Zealand,10776,2008
10,Asia,Brunei,3340,2008
10,Asia,Indonesia,158276,2008
10,Asia,Malaysia,54973,2008
10,Asia,Philippines,38577,2008
10,Asia,Thailand,34193,2008
10,Asia,Vietnam,18719,2008
10,Asia,Myanmar,6581,2008
10,Asia,Japan,47736,2008
10,Asia,Hong Kong,20016,2008
10,Asia,"China, People's Republic Of",76836,2008
10,Asia,Taiwan,13503,2008
10,Asia,"Korea, Republic Of",30930,2008
10,Asia,India,67510,2008
10,Asia,Pakistan,1335,2008
10,Asia,"Sri Lanka, Republic Of",6018,2008
10,Asia,Saudi Arabia,750,2008
10,Asia,Kuwait,265,2008
10,Asia,United Arab Emirates,3898,2008
10,Europe,United Kingdom,39720,2008
10,Europe,Germany,16762,2008
10,Europe,France,8200,2008
10,Europe,Italy,3077,2008
10,Europe,Netherlands,6525,2008
10,Europe,Greece,824,2008
10,Europe,Belgium-luxembourg,1563,2008
10,Europe,Switzerland,6014,2008
10,Europe,Austria,1476,2008
10,Europe,Scandinavia,7946,2008
10,Europe,CIS & Eastern Europe,9544,2008
10,Americas,USA,31842,2008
10,Americas,Canada,6708,2008
10,Oceania,Australia,75866,2008
10,Oceania,New Zealand,11008,2008
11,Asia,Brunei,3989,2008
11,Asia,Indonesia,119530,2008
11,Asia,Malaysia,60463,2008
11,Asia,Philippines,34208,2008
11,Asia,Thailand,21914,2008
11,Asia,Vietnam,17701,2008
11,Asia,Myanmar,5738,2008
11,Asia,Japan,48225,2008
11,Asia,Hong Kong,19197,2008
11,Asia,"China, People's Republic Of",79096,2008
11,Asia,Taiwan,12535,2008
11,Asia,"Korea, Republic Of",24445,2008
11,Asia,India,56927,2008
11,Asia,Pakistan,1739,2008
11,Asia,"Sri Lanka, Republic Of",5631,2008
11,Asia,Saudi Arabia,607,2008
11,Asia,Kuwait,221,2008
11,Asia,United Arab Emirates,3082,2008
11,Europe,United Kingdom,43739,2008
11,Europe,Germany,16946,2008
11,Europe,France,8782,2008
11,Europe,Italy,3367,2008
11,Europe,Netherlands,6121,2008
11,Europe,Greece,785,2008
11,Europe,Belgium-luxembourg,2033,2008
11,Europe,Switzerland,6570,2008
11,Europe,Austria,1811,2008
11,Europe,Scandinavia,8073,2008
11,Europe,CIS & Eastern Europe,10667,2008
11,Americas,USA,30713,2008
11,Americas,Canada,7040,2008
11,Oceania,Australia,60257,2008
11,Oceania,New Zealand,7239,2008
12,Asia,Brunei,8090,2008
12,Asia,Indonesia,180678,2008
12,Asia,Malaysia,84324,2008
12,Asia,Philippines,37367,2008
12,Asia,Thailand,24747,2008
12,Asia,Vietnam,19903,2008
12,Asia,Myanmar,6928,2008
12,Asia,Japan,47602,2008
12,Asia,Hong Kong,22238,2008
12,Asia,"China, People's Republic Of",66689,2008
12,Asia,Taiwan,11947,2008
12,Asia,"Korea, Republic Of",22308,2008
12,Asia,India,62641,2008
12,Asia,Pakistan,1844,2008
12,Asia,"Sri Lanka, Republic Of",9304,2008
12,Asia,Saudi Arabia,855,2008
12,Asia,Kuwait,450,2008
12,Asia,United Arab Emirates,5317,2008
12,Europe,United Kingdom,43606,2008
12,Europe,Germany,14272,2008
12,Europe,France,8604,2008
12,Europe,Italy,3658,2008
